"","HHID","Home","Urb","Comp","Child","Day","SEC","NumCars","Age","Driver","Gender","Wstat","pAge","pDriver","pGender","pWstat","Lng","Lat","PC6"
"44",9883,5684,2,3,1,0,3,2,1,"true",1,2,1,"true",0,2,5.37635160846189,51.5079567635096,"5684GS"
"45",9886,5683,2,3,1,0,3,2,1,"true",1,2,1,"true",0,2,5.40317422455824,51.5102586678237,"5683HV"
"46",9887,5684,2,3,1,0,3,2,1,"true",1,2,1,"true",0,2,5.35781668696839,51.5054872159661,"5684NH"
"47",9888,5684,2,3,1,0,3,2,1,"true",1,2,1,"true",0,2,5.39712537779581,51.4895935913984,"5684ZT"
"48",9734,5684,2,3,1,0,3,2,1,"true",1,2,0,"true",0,2,5.38878634772543,51.5063690135184,"5684AR"
"49",10026,5683,2,3,0,0,3,2,2,"true",1,2,1,"true",0,2,5.42029327003172,51.4953320814635,"5683RM"
"50",10042,5683,2,3,0,0,3,2,1,"true",1,2,2,"true",0,2,5.41503117368125,51.4940582954161,"5683RP"
"51",10016,5683,2,3,0,0,3,2,2,"true",1,2,1,"true",0,2,5.42277778217783,51.4920670003842,"5683PX"
"52",10119,5684,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.39053770191199,51.5050769973928,"5684BZ"
"53",10118,5683,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.39771300888814,51.5106610116836,"5683DN"
"54",10125,5684,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.38214711374005,51.5059293314799,"5684GH"
"55",10122,5683,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.4178352215421,51.4947526237027,"5683RN"
"56",10124,5683,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.41275808300741,51.4927198937171,"5683RV"
"57",10129,5683,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.39349526463617,51.5054386604316,"5683NS"
"58",10133,5683,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.39702433093216,51.5141796357975,"5683KA"
"59",10135,5684,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.38751156512726,51.4990381857109,"5684LB"
"60",10138,5684,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.39092146806049,51.4944302863774,"5684JR"
"61",10145,5684,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.3870334661427,51.4935551380068,"5684JD"
"62",10148,5684,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.39232103435407,51.5022918190021,"5684SC"
"63",10153,5683,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.40470724309968,51.5076320957126,"5683LC"
"64",10161,5683,2,3,0,0,3,2,3,"true",1,2,2,"true",0,2,5.40516725885843,51.5071407018587,"5683LE"
"65",10152,5684,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.38351486460854,51.5064318823196,"5684EE"
"66",10160,5683,2,3,0,0,3,2,3,"true",1,2,2,"true",0,2,5.39721472175441,51.5131408176831,"5683KE"
"67",10162,5683,2,3,0,0,3,2,3,"true",1,2,2,"true",0,2,5.40510249089137,51.5065307096694,"5683LE"
"68",11039,5682,2,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.39055246265355,51.5143223818446,"5682AE"
"69",11038,5682,2,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.3885142118802,51.5155973046652,"5682GZ"
"70",11040,5682,2,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.39604260959054,51.5180513739701,"5682CD"
"71",11160,5681,2,2,0,0,3,2,2,"true",1,2,2,"true",0,0,5.44097222550575,51.4936215564987,"5681RG"
"72",11341,5682,2,3,1,0,3,2,1,"true",1,2,0,"true",0,1,5.39116725097331,51.5176493724432,"5682HJ"
"73",11480,5682,2,2,0,0,3,2,2,"true",1,0,2,"true",0,2,5.3917525350426,51.5135111884901,"5682AH"
"74",11439,5681,2,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.42928741090847,51.4942195393738,"5681RG"
"75",11479,5682,2,2,0,0,3,2,2,"true",1,0,2,"true",0,2,5.39448284282274,51.5148096280359,"5682CG"
"76",11825,5682,2,3,1,0,3,2,1,"true",1,2,0,"true",0,2,5.38714927579468,51.5159310181476,"5682GX"
"77",11849,5682,2,3,1,0,3,2,1,"true",1,2,1,"true",0,2,5.38940615832535,51.5200022528089,"5682HT"
"78",11872,5682,2,3,0,0,3,2,2,"true",1,2,1,"true",0,2,5.39668818169385,51.5149343463974,"5682CK"
"79",11896,5682,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.39337941026646,51.5178655714902,"5682HD"
"80",11898,5682,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.38948211980421,51.5137792705957,"5682ER"
"81",11897,5681,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.40582890650862,51.512299345904,"5681BK"
"82",11901,5681,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.42220397881112,51.5011906635539,"5681RD"
"83",11902,5682,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.38719131996422,51.5167174843494,"5682EP"
"84",11903,5682,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.39488415234792,51.5195315675349,"5682PE"
"85",11906,5681,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.40759877100446,51.5132410136695,"5681BK"
"86",11905,5681,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.41615610124867,51.515319834581,"5681BJ"
"87",11910,5681,2,3,0,0,3,2,3,"true",1,2,2,"true",0,2,5.43662956736651,51.4932054592447,"5681RG"
"88",11907,5682,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.39172136286592,51.5173407401114,"5682HX"
"89",11904,5682,2,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.39051305972761,51.5159684205153,"5682GM"
"90",15578,5721,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.73896534113685,51.4095409855455,"5721AX"
"91",15576,5721,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.74682918982468,51.3982046731676,"5721JR"
"92",15577,5721,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.73395467878687,51.4088429623451,"5721AM"
"93",15579,5721,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.75068338901111,51.4026112928089,"5721HA"
"94",15580,5721,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.75433211090401,51.4003606393201,"5721DP"
"95",15581,5721,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.74260706237713,51.4078373252242,"5721XM"
"96",15583,5721,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.75449094419583,51.4135749200492,"5721TZ"
"97",15582,5721,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.75197125943903,51.3988884624304,"5721JN"
"98",15585,5721,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.74798732909249,51.4058208532316,"5721EG"
"99",15584,5721,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.75849090843104,51.3996438340689,"5721JA"
"100",15586,5721,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.73407491440621,51.4023995899377,"5721VK"
"101",15587,5721,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.7618983035429,51.395813438554,"5721JG"
"102",15588,5725,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.7655078038625,51.3811367504302,"5725AV"
"103",16181,5721,3,2,0,0,3,2,2,"true",1,2,2,"true",0,0,5.74636604604166,51.3977323535454,"5721JR"
"104",16184,5721,3,2,0,0,3,2,2,"true",1,2,2,"true",0,0,5.74195187578763,51.4079575150633,"5721XM"
"105",16177,5721,3,2,0,0,3,2,2,"true",1,2,2,"true",0,0,5.75357887918944,51.4094584872323,"5721XT"
"106",16188,5725,3,2,0,0,3,2,2,"true",1,2,2,"true",0,0,5.75461123846971,51.3868562864205,"5725AC"
"107",16825,5721,3,3,1,0,3,2,1,"true",1,2,0,"true",0,1,5.75205709635125,51.3997392818752,"5721KT"
"108",16891,5721,3,3,1,0,3,2,1,"true",1,2,1,"true",0,1,5.75394992407592,51.4090270150662,"5721ZJ"
"109",16892,5721,3,3,1,0,3,2,1,"true",1,2,1,"true",0,1,5.74216180482039,51.3989935358668,"5721JP"
"110",16894,5721,3,3,1,0,3,2,1,"true",1,2,1,"true",0,1,5.74848315232092,51.4097263843158,"5721BD"
"111",16975,5721,3,3,0,0,3,2,2,"true",1,2,1,"true",0,1,5.75182688495559,51.3988483996191,"5721JN"
"112",17091,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.74603739888855,51.405092425207,"5721GA"
"113",17089,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.7462047320098,51.3984966305942,"5721JR"
"114",17081,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.74156311945348,51.4045914413767,"5721AC"
"115",17099,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.73909122834651,51.4059216204687,"5721AL"
"116",17097,5724,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.74828843080552,51.423910556815,"5724AG"
"117",17094,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.7378743246623,51.4105280744094,"5721AV"
"118",17100,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.76140559061692,51.4010891913339,"5721DA"
"119",17109,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.75378562951821,51.4124384970759,"5721TW"
"120",17102,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.7330365213453,51.4032035078948,"5721WC"
"121",17113,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.73857245982969,51.4013681372651,"5721LT"
"122",17114,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.73553814373754,51.4087587271816,"5721AM"
"123",17284,5721,3,2,0,0,3,2,2,"true",1,0,2,"true",0,2,5.73826569961401,51.4087594237224,"5721AZ"
"124",17326,5721,3,2,0,0,3,2,3,"true",1,0,2,"true",0,2,5.74954903605511,51.4106883361409,"5721BG"
"125",17330,5721,3,2,0,0,3,2,3,"true",1,0,2,"true",0,2,5.74810046328244,51.4113628867677,"5721WV"
"126",17288,5721,3,2,0,0,3,2,2,"true",1,0,2,"true",0,2,5.75738296726929,51.4045022216713,"5721NM"
"127",17333,5721,3,2,0,0,3,2,3,"true",1,0,2,"true",0,2,5.74597287160808,51.3978913001334,"5721JR"
"128",18528,5721,3,3,1,0,3,2,1,"true",1,2,0,"true",0,2,5.75621029999287,51.4038028211132,"5721ZL"
"129",17337,5724,3,2,0,0,3,2,3,"true",1,0,2,"true",0,2,5.74159443844079,51.4247434013484,"5724AE"
"130",18609,5721,3,3,1,0,3,2,1,"true",1,2,1,"true",0,2,5.75588502758257,51.413869432392,"5721VG"
"131",18607,5721,3,3,1,0,3,2,1,"true",1,2,1,"true",0,2,5.74171025305626,51.4092015811162,"5721BA"
"132",18610,5721,3,3,1,0,3,2,1,"true",1,2,1,"true",0,2,5.75607236864281,51.4019846660702,"5721CP"
"133",18611,5721,3,3,1,0,3,2,1,"true",1,2,1,"true",0,2,5.73722308959834,51.4045047534097,"5721VX"
"134",18684,5721,3,3,0,0,3,2,2,"true",1,2,1,"true",0,2,5.75562180833036,51.4107757410785,"5721XX"
"135",18535,5721,3,3,1,0,3,2,1,"true",1,2,0,"true",0,2,5.75197047404773,51.4008795725787,"5721HT"
"136",18683,5721,3,3,0,0,3,2,2,"true",1,2,1,"true",0,2,5.76423785412362,51.4011294024384,"5721DH"
"137",18685,5725,3,3,0,0,3,2,2,"true",1,2,1,"true",0,2,5.76546573158981,51.3755988467877,"5725AZ"
"138",18686,5721,3,3,0,0,3,2,2,"true",1,2,1,"true",0,2,5.76574552096938,51.403417825107,"5721MJ"
"139",18697,5721,3,3,0,0,3,2,1,"true",1,2,2,"true",0,2,5.7583334145888,51.4011907535985,"5721DC"
"140",18764,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.76583729587608,51.4053654589222,"5721RC"
"141",18765,5725,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.76547792536371,51.3888999918282,"5725AE"
"142",18768,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.75887940855887,51.3973736177794,"5721JG"
"143",18767,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.74728347736566,51.3999356813758,"5721KD"
"144",18774,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.7487352351082,51.4128498726262,"5721WV"
"145",18773,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.76160507174518,51.4066313782409,"5721NM"
"146",18775,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.75741510750814,51.4071445514043,"5721NH"
"147",18778,5725,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.76422676746614,51.3791418582947,"5725AZ"
"148",18776,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.75892862484498,51.3964812085294,"5721MD"
"149",18781,5724,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.74284232751041,51.4242785075268,"5724AE"
"150",18780,5725,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.75886021608093,51.3877275407353,"5725AC"
"151",18783,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.73659718981713,51.4016355245586,"5721VM"
"152",18790,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.75248925042778,51.4009625475397,"5721HR"
"153",18788,5725,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.75822685054066,51.3840538759299,"5725CA"
"154",18792,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.75660624444211,51.3959582038518,"5721MD"
"155",18794,5724,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.74686098022626,51.4271399938958,"5724AS"
"156",18791,5725,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.75554487254392,51.3825961795544,"5725TD"
"157",18799,5721,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.7507328559698,51.4011739452136,"5721HX"
"158",18809,5721,3,3,0,0,3,2,3,"true",1,2,2,"true",0,2,5.74152272865057,51.4093388146784,"5721BA"
"159",21136,5753,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.79255740103729,51.4490876125649,"5753BP"
"160",21137,5753,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.78463133330906,51.4517480617271,"5753GP"
"161",21138,5753,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.79127648379221,51.4487938949348,"5753BP"
"162",21140,5753,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.8287514968154,51.4501169839995,"5753RB"
"163",21142,5753,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.78857830019301,51.4517430828622,"5753CT"
"164",21139,5753,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.82245302690207,51.4512827376051,"5753RB"
"165",21143,5759,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.90773389185406,51.3903915427844,"5759PC"
"166",21144,5758,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.86317636975233,51.3725014894619,"5758AP"
"167",21145,5753,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.78974365842719,51.4494245464347,"5753BP"
"168",21146,5758,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.86742751324861,51.3683699823103,"5758AV"
"169",21141,5757,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.81012318362503,51.4180325300294,"5757AZ"
"170",21553,5757,3,2,0,0,3,2,2,"true",1,2,2,"true",0,0,5.82680740626105,51.4153945072012,"5757CB"
"171",21486,5758,3,2,1,0,3,2,1,"true",1,2,1,"true",0,0,5.86285459695169,51.3699786915494,"5758CD"
"172",21147,5757,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.81636217751755,51.41951212961,"5757AA"
"173",21557,5753,3,2,0,0,3,2,2,"true",1,2,2,"true",0,0,5.79386528446798,51.4490036910179,"5753BP"
"174",21563,5753,3,2,0,0,3,2,2,"true",1,2,2,"true",0,0,5.79224484629356,51.4515544852814,"5753BL"
"175",21565,5756,3,2,0,0,3,2,2,"true",1,2,2,"true",0,0,5.76689340290676,51.4442327018313,"5756AA"
"176",21561,5753,3,2,0,0,3,2,2,"true",1,2,2,"true",0,0,5.78431523987176,51.4505658987276,"5753GN"
"177",21581,5757,3,2,0,0,3,2,2,"true",1,2,3,"true",0,0,5.82662692993544,51.4093643064868,"5757AJ"
"178",21580,5757,3,2,0,0,3,2,2,"true",1,2,3,"true",0,0,5.81104553495292,51.4183058958751,"5757AZ"
"179",22043,5757,3,3,1,0,3,2,1,"true",1,2,1,"true",0,1,5.81149942000288,51.4117919957964,"5757BJ"
"180",22173,5753,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.78723361410922,51.4497054408428,"5753AS"
"181",22092,5753,3,3,0,0,3,2,2,"true",1,2,1,"true",0,1,5.79138583240696,51.4524822637123,"5753CX"
"182",22181,5753,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.79055055951501,51.451725626898,"5753CX"
"183",22183,5757,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.8279752799911,51.4145139312953,"5757CG"
"184",22176,5758,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.86296665535053,51.3655922437241,"5758PT"
"185",22192,5758,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.86854854638126,51.3659398852553,"5758BB"
"186",22189,5753,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.78845835767008,51.4516326612481,"5753CT"
"187",22195,5757,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.82391489382397,51.4109428860127,"5757BR"
"188",22185,5753,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.82589720244453,51.4494799650325,"5753RB"
"189",22196,5758,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.86680030282694,51.3704008746649,"5758SB"
"190",22198,5753,3,3,0,0,3,2,2,"true",1,2,2,"true",0,1,5.8302423849489,51.4501074504955,"5753RB"
"191",22301,5757,3,2,0,0,3,2,2,"true",1,0,2,"true",0,2,5.81504550498862,51.4125011417378,"5757BH"
"192",22304,5758,3,2,0,0,3,2,2,"true",1,0,2,"true",0,2,5.86521785468356,51.3728805928917,"5758BG"
"193",22302,5757,3,2,0,0,3,2,2,"true",1,0,2,"true",0,2,5.81983132570608,51.4224652819564,"5757AC"
"194",22330,5753,3,2,0,0,3,2,3,"true",1,0,2,"true",0,2,5.77996544014389,51.4501554217182,"5753GJ"
"195",22334,5757,3,2,0,0,3,2,3,"true",1,0,2,"true",0,2,5.81632538037156,51.4222281570268,"5757AA"
"196",22333,5753,3,2,0,0,3,2,3,"true",1,0,2,"true",0,2,5.78801740430726,51.4503875936568,"5753BL"
"197",23167,5758,3,3,1,0,3,2,1,"true",1,2,0,"true",0,2,5.86587696849382,51.3657189681817,"5758AG"
"198",23217,5757,3,3,1,0,3,2,1,"true",1,2,1,"true",0,2,5.81771723227157,51.4195543710694,"5757AA"
"199",23268,5753,3,3,0,0,3,2,2,"true",1,2,1,"true",0,2,5.79003596313766,51.4506119774988,"5753BL"
"200",23266,5757,3,3,0,0,3,2,2,"true",1,2,1,"true",0,2,5.82075262972142,51.4191111270949,"5757AL"
"201",23331,5756,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.75947611092005,51.4440079107969,"5756AL"
"202",23332,5758,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.86775903172961,51.3643433366244,"5758AD"
"203",23333,5757,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.81496086600402,51.4118532769263,"5757BH"
"204",23326,5753,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.78251734410202,51.4520595258688,"5753GB"
"205",23328,5759,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.90887830620726,51.3911533407755,"5759PC"
"206",23335,5757,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.81740396540379,51.4222209195847,"5757AC"
"207",23340,5758,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.86814505524075,51.3682177394948,"5758BK"
"208",23338,5753,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.78428736949931,51.4469183095196,"5753GX"
"209",23334,5758,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.86660042375332,51.3639097872882,"5758AD"
"210",23345,5753,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.78515954185859,51.4469771212544,"5753GX"
"211",23343,5758,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.86469740185806,51.3690421777279,"5758RX"
"212",23350,5759,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.88816044918716,51.3950144895516,"5759PC"
"213",23356,5757,3,3,0,0,3,2,3,"true",1,2,2,"true",0,2,5.81331625252452,51.4103084733736,"5757BH"
"214",23346,5756,3,3,0,0,3,2,2,"true",1,2,2,"true",0,2,5.75831215461209,51.4480550340151,"5756BR"
"215",27849,5754,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.8130835436126,51.468230098371,"5754SH"
"216",27852,5751,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.7966151694262,51.4659833543889,"5751BJ"
"217",27850,5751,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.80582279734546,51.4580145502789,"5751VR"
"218",27851,5752,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.79892414757158,51.4784016881676,"5752BB"
"219",27853,5751,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.78616041742184,51.4595033969583,"5751HX"
"220",27855,5751,3,1,0,0,3,2,2,"true",1,2,NA,NA,NA,NA,5.80802393632055,51.4570838411,"5751ZX"
