"","HHID","Home","MemID","EpisodeID","OrigLoc","DestLoc","LeaveTime","TravelTime","BeginTime","EndTime","ActivityType","Mode","With","Charging","SchedID","DestLng","DestLat","DestPC6","OrigLng","OrigLat","OrigPC6"
"48",6157,5684,1,3,5682,5684,"15:43+0",11,"15:54+0","16:08+0","Groceries","Walking or Biking","Missing","NoCharging","6157-1-3",5.38493384305513,51.5105856492064,"5684NJ",5.36734184555228,51.5412664448698,"5682PD"
"49",6157,5684,1,4,5684,5684,"16:08+0",29,"16:37+0","03:00+1","Home","Walking or Biking","Missing","NoCharging","6157-1-4",5.39466773957257,51.4923553366212,"5684ZA",5.38493384305513,51.5105856492064,"5684NJ"
"50",6244,5683,0,0,5683,5683,"03:00+0",0,"03:00+0","07:47+0","Home","Missing","Missing","PrivateCharging","6244-0-0",5.41458889122817,51.4926751882761,"5683RV",NA,NA,"Home"
"51",6244,5683,0,1,5683,5683,"07:47+0",6,"07:53+0","16:50+0","Work","Car","Missing","SemiPublicCharging","6244-0-1",5.40203583751364,51.5034094501151,"5683CG",5.41458889122817,51.4926751882761,"5683RV"
"52",6244,5683,0,2,5683,5683,"16:50+0",6,"16:56+0","03:00+1","Home","Car","Missing","PrivateCharging","6244-0-2",5.39702346912476,51.5051971553044,"5683BV",5.40203583751364,51.5034094501151,"5683CG"
"53",6244,5683,1,0,5683,5683,"03:00+0",0,"03:00+0","08:43+0","Home","Missing","Missing","NoCharging","6244-1-0",5.41333141953831,51.4932812000777,"5683RV",NA,NA,"Home"
"54",6244,5683,1,1,5683,5683,"08:43+0",6,"08:49+0","16:48+0","Work","Car","Missing","FastCharging","6244-1-1",5.40362855941213,51.5037336917625,"5683CB",5.41333141953831,51.4932812000777,"5683RV"
"55",6244,5683,1,2,5683,5481,"16:53+0",22,"17:15+0","17:48+0","Groceries","Car","Missing","NoCharging","6244-1-2",5.44107279595485,51.6156169402898,"5481AE",5.40362855941213,51.5037336917625,"5683CB"
"56",6244,5683,1,3,5481,5683,"17:48+0",22,"18:10+0","03:00+1","Home","Car","Missing","PrivateCharging","6244-1-3",5.39773374372695,51.5131662958469,"5683KE",5.44107279595485,51.6156169402898,"5481AE"
"57",6240,5683,0,0,5683,5683,"03:00+0",0,"03:00+0","08:09+0","Home","Missing","Missing","NoCharging","6240-0-0",5.40031483769855,51.5134025626335,"5683EG",NA,NA,"Home"
"58",6240,5683,0,1,5683,5281,"08:09+0",14,"08:23+0","12:29+0","Work","Car","Missing","NoCharging","6240-0-1",5.31347467472705,51.5813534303484,"5281RN",5.40031483769855,51.5134025626335,"5683EG"
"59",6240,5683,0,2,5281,5683,"12:29+0",14,"12:43+0","14:13+0","Home","Car","Missing","NoCharging","6240-0-2",5.41301661590668,51.4925093096135,"5683RV",5.31347467472705,51.5813534303484,"5281RN"
"60",6240,5683,0,3,5683,3142,"14:13+0",80,"15:33+0","17:40+0","NonGroc","Car as Passenger","Missing","PublicCharging","6240-0-3",4.25330404774744,51.922318240288,"3142CP",5.41301661590668,51.4925093096135,"5683RV"
"61",6240,5683,0,4,3142,5683,"17:40+0",80,"19:00+0","03:00+1","Home","Car as Passenger","Missing","PrivateCharging","6240-0-4",5.41536798702448,51.4917428890706,"5683RV",4.25330404774744,51.922318240288,"3142CP"
"62",6240,5683,1,0,5683,5683,"03:00+0",0,"03:00+0","14:16+0","Home","Missing","Missing","NoCharging","6240-1-0",5.41498771288395,51.4951179519201,"5683PH",NA,NA,"Home"
"63",6240,5683,1,1,5683,5683,"14:16+0",29,"14:45+0","22:14+0","Touring","Walking or Biking","Missing","NoCharging","6240-1-1",5.40921280362913,51.500290912525,"5683PV",5.41498771288395,51.4951179519201,"5683PH"
"64",6240,5683,1,2,5683,5683,"22:14+0",23,"22:37+0","03:00+1","Home","Walking or Biking","Missing","NoCharging","6240-1-2",5.40469930962485,51.5076634745846,"5683KS",5.40921280362913,51.500290912525,"5683PV"
"65",6249,5684,0,0,5684,5684,"03:00+0",0,"03:00+0","09:39+0","Home","Missing","Missing","PrivateCharging","6249-0-0",5.39174669232723,51.5052815299633,"5684BH",NA,NA,"Home"
"66",6249,5684,0,1,5684,5684,"09:39+0",6,"09:45+0","14:04+0","Work","Car","Missing","NoCharging","6249-0-1",5.40693053153499,51.4960675951966,"5684PR",5.39174669232723,51.5052815299633,"5684BH"
"67",6249,5684,0,2,5684,5684,"14:04+0",9,"14:13+0","03:00+1","Home","Car","Missing","PrivateCharging","6249-0-2",5.39321156055882,51.4966996280181,"5684WL",5.40693053153499,51.4960675951966,"5684PR"
"68",6249,5684,1,0,5684,5684,"03:00+0",0,"03:00+0","16:50+0","Home","Missing","Missing","PrivateCharging","6249-1-0",5.39438868078053,51.4953643438175,"5684XJ",NA,NA,"Home"
"69",6249,5684,1,1,5684,5683,"16:50+0",1,"16:51+0","21:26+0","Leisure","Car","Missing","SemiPublicCharging","6249-1-1",5.41050171004851,51.505696499502,"5683KV",5.39438868078053,51.4953643438175,"5684XJ"
"70",6249,5684,1,2,5683,5684,"21:26+0",1,"21:27+0","03:00+1","Home","Car","Missing","PrivateCharging","6249-1-2",5.39563807731124,51.4943825682975,"5684XW",5.41050171004851,51.505696499502,"5683KV"
"71",6269,5684,0,0,5684,5684,"03:00+0",0,"03:00+0","07:20+0","Home","Missing","Missing","PrivateCharging","6269-0-0",5.39207372803128,51.5009413582368,"5684XB",NA,NA,"Home"
"72",6269,5684,0,1,5684,5503,"07:20+0",14,"07:34+0","09:53+0","Work","Car","Missing","NoCharging","6269-0-1",5.42707530049178,51.4142345405339,"5503LL",5.39207372803128,51.5009413582368,"5684XB"
"73",6269,5684,0,2,5503,5503,"09:57+0",5,"10:02+0","10:32+0","Business","Car","Missing","NoCharging","6269-0-2",5.42873725312348,51.4106783726253,"5503LM",5.42707530049178,51.4142345405339,"5503LL"
"74",6269,5684,0,3,5503,5683,"10:32+0",15,"10:47+0","10:52+0","Business","Car","Missing","NoCharging","6269-0-3",5.40011330232432,51.5040862128527,"5683CX",5.42873725312348,51.4106783726253,"5503LM"
"75",6269,5684,0,4,5683,5502,"10:52+0",12,"11:04+0","14:02+0","Work","Car","Missing","NoCharging","6269-0-4",5.41918255605882,51.4331208447066,"5502NJ",5.40011330232432,51.5040862128527,"5683CX"
"76",6269,5684,0,5,5502,5502,"14:05+0",5,"14:10+0","14:15+0","Business","Car","Missing","PublicCharging","6269-0-5",5.42925728509204,51.4171622292945,"5502NH",5.41918255605882,51.4331208447066,"5502NJ"
"77",6269,5684,0,6,5502,5502,"14:15+0",5,"14:20+0","14:55+0","Business","Car","Missing","NoCharging","6269-0-6",5.42891418392377,51.4212269801548,"5502NH",5.42925728509204,51.4171622292945,"5502NH"
"78",6269,5684,0,7,5502,5684,"14:56+0",11,"15:07+0","17:25+0","Home","Car","Missing","PrivateCharging","6269-0-7",5.38327985698321,51.5072749873663,"5684EJ",5.42891418392377,51.4212269801548,"5502NH"
"79",6269,5684,0,8,5684,5683,"17:34+0",3,"17:37+0","20:45+0","Leisure","Walking or Biking","Missing","NoCharging","6269-0-8",5.39332424225923,51.5101970544023,"5683BE",5.38327985698321,51.5072749873663,"5684EJ"
"80",6269,5684,0,9,5683,5684,"20:45+0",3,"20:48+0","03:00+1","Home","Walking or Biking","Missing","NoCharging","6269-0-9",5.38950825895478,51.4993889370867,"5684GJ",5.39332424225923,51.5101970544023,"5683BE"
"81",6269,5684,1,0,5684,5684,"03:00+0",0,"03:00+0","15:33+0","Home","Missing","Missing","PrivateCharging","6269-1-0",5.39623170748062,51.5009705236237,"5684TG",NA,NA,"Home"
"82",6269,5684,1,1,5684,5684,"15:33+0",8,"15:41+0","17:18+0","Social","Car","Missing","PublicCharging","6269-1-1",5.40955713381555,51.4950572584703,"5684PR",5.39623170748062,51.5009705236237,"5684TG"
"83",6269,5684,1,2,5684,5343,"17:18+0",32,"17:50+0","19:38+0","Social","Car","Missing","NoCharging","6269-1-2",5.52510147307422,51.7547526411893,"5343VB",5.40955713381555,51.4950572584703,"5684PR"
"84",6269,5684,1,3,5343,5684,"19:38+0",32,"20:10+0","03:00+1","Home","Car","Missing","NoCharging","6269-1-3",5.35471950975314,51.5056357140339,"5684NH",5.52510147307422,51.7547526411893,"5343VB"
"85",7241,5684,0,0,5684,5684,"03:00+0",0,"03:00+0","06:45+0","Home","Missing","Missing","NoCharging","7241-0-0",5.39152244081295,51.4990385910572,"5684XE",NA,NA,"Home"
"86",7241,5684,0,1,5684,5684,"06:45+0",9,"06:54+0","16:52+0","Work","Car","Missing","NoCharging","7241-0-1",5.39697637977741,51.4863140079737,"5684PH",5.39152244081295,51.4990385910572,"5684XE"
"87",7241,5684,0,2,5684,5684,"16:52+0",5,"16:57+0","03:00+1","Home","Car","Missing","PrivateCharging","7241-0-2",5.37862337636368,51.5046220076226,"5684GZ",5.39697637977741,51.4863140079737,"5684PH"
"88",7241,5684,1,0,5684,5684,"03:00+0",0,"03:00+0","03:00+1","Home","Missing","Missing","PrivateCharging","7241-1-0",5.38208806335964,51.5085464053061,"5684EL",NA,NA,"Home"
"89",7242,5683,0,0,5683,5683,"03:00+0",0,"03:00+0","03:00+1","Home","Missing","Missing","NoCharging","7242-0-0",5.40592290321698,51.5103324267423,"5683HK",NA,NA,"Home"
"90",7242,5683,1,0,5683,5683,"03:00+0",0,"03:00+0","07:09+0","Home","Missing","Missing","PrivateCharging","7242-1-0",5.38821179621062,51.5104789916291,"5683BD",NA,NA,"Home"
"91",7242,5683,1,1,5683,3981,"07:09+0",52,"08:01+0","11:29+0","Work","Car","Missing","NoCharging","7242-1-1",5.19010071083401,52.0629390817178,"3981CP",5.38821179621062,51.5104789916291,"5683BD"
"92",7242,5683,1,2,3981,5683,"11:29+0",52,"12:21+0","14:36+0","Home","Car","Missing","NoCharging","7242-1-2",5.38868277276022,51.5103166832638,"5683BD",5.19010071083401,52.0629390817178,"3981CP"
"93",7242,5683,1,3,5683,5684,"14:37+0",3,"14:40+0","14:53+0","Other","Walking or Biking","Missing","NoCharging","7242-1-3",5.38611934327534,51.4982943246264,"5684LB",5.38868277276022,51.5103166832638,"5683BD"
"94",7242,5683,1,4,5684,5683,"14:53+0",3,"14:56+0","03:00+1","Home","Walking or Biking","Missing","NoCharging","7242-1-4",5.40455012049676,51.5092356852935,"5683JH",5.38611934327534,51.4982943246264,"5684LB"
"95",7235,5684,0,0,5684,5684,"03:00+0",0,"03:00+0","08:45+0","Home","Missing","Missing","PrivateCharging","7235-0-0",5.38171487228206,51.4999851298881,"5684SL",NA,NA,"Home"
"96",7235,5684,0,1,5684,5681,"08:45+0",15,"09:00+0","11:49+0","Work","Walking or Biking","Missing","NoCharging","7235-0-1",5.43117474070082,51.522857287936,"5681RE",5.38171487228206,51.4999851298881,"5684SL"
"97",7235,5684,0,2,5681,5684,"11:49+0",15,"12:04+0","03:00+1","Home","Walking or Biking","Missing","NoCharging","7235-0-2",5.38994153755241,51.5031127026409,"5684CH",5.43117474070082,51.522857287936,"5681RE"
"98",7235,5684,1,0,5684,5684,"03:00+0",0,"03:00+0","11:31+0","Home","Missing","Missing","NoCharging","7235-1-0",5.3810698478403,51.5084055911145,"5684EL",NA,NA,"Home"
"99",7235,5684,1,1,5684,5751,"11:31+0",36,"12:07+0","12:14+0","Services","Car","Missing","NoCharging","7235-1-1",5.77559696846729,51.4584105154063,"5751PE",5.3810698478403,51.5084055911145,"5684EL"
"100",7235,5684,1,2,5751,5684,"12:14+0",36,"12:50+0","13:22+0","Home","Car","Missing","NoCharging","7235-1-2",5.39467614398522,51.5006050383454,"5684VB",5.77559696846729,51.4584105154063,"5751PE"
"101",7235,5684,1,3,5684,5627,"13:44+0",10,"13:54+0","14:31+0","Leisure","Car","Missing","NoCharging","7235-1-3",5.44571505363734,51.4764445787478,"5627GA",5.39467614398522,51.5006050383454,"5684VB"
"102",7235,5684,1,4,5627,5684,"14:31+0",10,"14:41+0","03:00+1","Home","Car","Missing","PrivateCharging","7235-1-4",5.3856782277846,51.4981730069883,"5684LB",5.44571505363734,51.4764445787478,"5627GA"
"103",7360,5684,0,0,5684,5684,"03:00+0",0,"03:00+0","07:34+0","Home","Missing","Missing","PrivateCharging","7360-0-0",5.38690944465307,51.4982310088797,"5684LB",NA,NA,"Home"
"104",7360,5684,0,1,5684,5684,"07:34+0",22,"07:56+0","17:02+0","Work","Walking or Biking","Missing","NoCharging","7360-0-1",5.39412788238081,51.4892061769744,"5684PL",5.38690944465307,51.4982310088797,"5684LB"
"105",7360,5684,0,2,5684,5684,"17:02+0",29,"17:31+0","03:00+1","Home","Walking or Biking","Missing","NoCharging","7360-0-2",5.39298841559703,51.4984167757595,"5684WN",5.39412788238081,51.4892061769744,"5684PL"
"106",7360,5684,1,0,5684,5684,"03:00+0",0,"03:00+0","08:36+0","Home","Missing","Missing","NoCharging","7360-1-0",5.38526929940387,51.5073491535011,"5684CD",NA,NA,"Home"
"107",7360,5684,1,1,5684,5684,"08:36+0",6,"08:42+0","09:00+0","Work","Car","Missing","SemiPublicCharging","7360-1-1",5.39012656163414,51.4904974837611,"5684PB",5.38526929940387,51.5073491535011,"5684CD"
"108",7360,5684,1,2,5684,5684,"09:00+0",6,"09:06+0","03:00+1","Home","Car","Missing","PrivateCharging","7360-1-2",5.35934153666715,51.5055685064721,"5684NH",5.39012656163414,51.4904974837611,"5684PB"
"109",7243,5684,0,0,5684,5684,"03:00+0",0,"03:00+0","06:25+0","Home","Missing","Missing","NoCharging","7243-0-0",5.38303951656529,51.4988783864742,"5684LE",NA,NA,"Home"
"110",7243,5684,0,1,5684,5081,"06:25+0",23,"06:48+0","15:48+0","Work","Car","Missing","PublicCharging","7243-0-1",5.14995170599487,51.4950571167194,"5081HB",5.38303951656529,51.4988783864742,"5684LE"
"111",7243,5684,0,2,5081,5684,"15:48+0",23,"16:11+0","03:00+1","Home","Car","Missing","NoCharging","7243-0-2",5.38399945868214,51.5092981828329,"5684AC",5.14995170599487,51.4950571167194,"5081HB"
"112",7243,5684,1,0,5684,5684,"03:00+0",0,"03:00+0","07:17+0","Home","Missing","Missing","NoCharging","7243-1-0",5.39505202116691,51.4956160589949,"5684XJ",NA,NA,"Home"
"113",7243,5684,1,1,5684,5503,"07:17+0",14,"07:31+0","07:37+0","BringGet","Car as Passenger","Missing","PublicCharging","7243-1-1",5.42981910917234,51.4145758396839,"5503LE",5.39505202116691,51.4956160589949,"5684XJ"
"114",7243,5684,1,2,5503,5684,"07:37+0",14,"07:51+0","11:33+0","Home","Car as Passenger","Missing","PrivateCharging","7243-1-2",5.3972944892641,51.4994747404529,"5684TG",5.42981910917234,51.4145758396839,"5503LE"
"115",7243,5684,1,3,5684,5912,"11:34+0",46,"12:20+0","12:36+0","Groceries","Car as Passenger","Missing","NoCharging","7243-1-3",6.172799655643,51.3430751320783,"5912TV",5.3972944892641,51.4994747404529,"5684TG"
"116",7243,5684,1,4,5912,5684,"12:36+0",46,"13:22+0","13:27+0","Home","Car as Passenger","Missing","PrivateCharging","7243-1-4",5.39864466242385,51.4967660738202,"5684SX",6.172799655643,51.3430751320783,"5912TV"
"117",7243,5684,1,5,5684,5684,"14:46+0",9,"14:55+0","15:15+0","Groceries","Car","Missing","SemiPublicCharging","7243-1-5",5.38693118333152,51.5113913232502,"5684KT",5.39864466242385,51.4967660738202,"5684SX"
"118",7243,5684,1,6,5684,5684,"15:23+0",6,"15:29+0","16:07+0","Groceries","Car","Missing","NoCharging","7243-1-6",5.38579158533043,51.5109005234435,"5684NJ",5.38693118333152,51.5113913232502,"5684KT"
"119",7243,5684,1,7,5684,5683,"16:07+0",1,"16:08+0","16:13+0","BringGet","Car","Missing","SemiPublicCharging","7243-1-7",5.41082263459212,51.5008699120853,"5683PV",5.38579158533043,51.5109005234435,"5684NJ"
"120",7243,5684,1,8,5683,5684,"16:13+0",1,"16:14+0","03:00+1","Home","Car","Missing","NoCharging","7243-1-8",5.38615105264709,51.4954638587424,"5684JC",5.41082263459212,51.5008699120853,"5683PV"
"121",7368,5684,0,0,5684,5684,"03:00+0",0,"03:00+0","06:50+0","Home","Missing","Missing","PrivateCharging","7368-0-0",5.36422010255574,51.5064953879226,"5684NH",NA,NA,"Home"
"122",7368,5684,0,1,5684,5701,"06:50+0",27,"07:17+0","17:07+0","Work","Car","Missing","PublicCharging","7368-0-1",5.65360352101825,51.4750827732537,"5701PH",5.36422010255574,51.5064953879226,"5684NH"
"123",7368,5684,0,2,5701,5684,"17:07+0",27,"17:34+0","03:00+1","Home","Car","Missing","PrivateCharging","7368-0-2",5.39119668835814,51.4940713760174,"5684JG",5.65360352101825,51.4750827732537,"5701PH"
"124",7368,5684,1,0,5684,5684,"03:00+0",0,"03:00+0","08:01+0","Home","Missing","Missing","NoCharging","7368-1-0",5.38637933062905,51.49454592575,"5684JC",NA,NA,"Home"
"125",7368,5684,1,1,5684,5683,"08:01+0",3,"08:04+0","14:18+0","Work","Walking or Biking","Missing","NoCharging","7368-1-1",5.40355358988633,51.5033802962496,"5683CB",5.38637933062905,51.49454592575,"5684JC"
"126",7368,5684,1,2,5683,5684,"14:18+0",3,"14:21+0","03:00+1","Home","Walking or Biking","Missing","NoCharging","7368-1-2",5.38734449299376,51.5006010615955,"5684GN",5.40355358988633,51.5033802962496,"5683CB"
"127",7636,5683,0,0,5683,5683,"03:00+0",0,"03:00+0","08:03+0","Home","Missing","Missing","NoCharging","7636-0-0",5.40408442262188,51.5082779534379,"5683KL",NA,NA,"Home"
